unmasked_text,span_labels
"Bonjour Marcellus, nous vous contactons en fonction de l'appareil avec lequel vous avez accédé à notre portail. L'adresse MAC de l'appareil est 26:4c:35:88:1d:81 et elle a été localisée à l'adresse IP abe0:37ef:5e9b:caf0:f6eb:3ec4:b68f:d44f. Juste pour notre registre et pour confirmer votre emplacement au moment du paiement.","[[8, 17, 'FIRSTNAME_1']]"
"Concernant vos récentes images médicales, nous avons plusieurs spécialistes dans la Northwest de l'hôpital. Est-il possible de fixer le rendez-vous à l'adresse Suite 538? Pour toute question, contactez-nous au 04795 862863.","[[210, 222, 'PHONENUMBER_1']]"
"Notre service de pédiatrie est axé sur la fourniture de services de santé complets pour votre enfant à partir du 8/23. Ouvert pendant les heures 56202-3591, nous sommes toujours prêts à fournir des soins.","[[145, 155, 'ZIPCODE_1']]"
"Les conditions dermatologiques peuvent être affectées par l'âge 44 years old. En tant que tel, Miss Frami-Thompson, âgé de 56, devrait prendre des précautions supplémentaires.","[[64, 76, 'AGE_1'], [100, 114, 'LASTNAME_1']]"
"Confirmation de rendez-vous : Votre rendez-vous dentaire est fixé le 10th October dans notre clinique de Adamschester. En cas de changements, contactez-nous au +94.200.551.3147.","[[105, 117, 'CITY_1'], [160, 176, 'PHONENUMBER_1']]"
Notre session d'aujourd'hui a été très inspirante et stimulante. La vie de Shawn à Rowland Heights et son parcours dans le domaine Directives sont vraiment remarquables. Merci à Mr. O'Keefe pour ce partage!,"[[75, 80, 'MIDDLENAME_1'], [83, 98, 'CITY_1'], [182, 189, 'LASTNAME_1']]"
"Bonjour Chadrick, nous avons besoin de votre aide pour mettre en place des sessions d'apprentissage à distance axées sur le piratage et la protection des données IP. Les cours devraient couvrir les bases, y compris la protection contre les piratages visant des adresses IP spécifiques, en commençant éventuellement par 68dc:2acd:55ba:ea0e:ffb3:a292:45fc:efa4.","[[8, 16, 'FIRSTNAME_1']]"
"Salut Assunta, l'équipe de Stark - Lakin vient de lancer une nouvelle gamme de dispositifs de suivi de la forme. Étant donné que vous êtes basé à East Sidchester, je pense que cela pourrait vous intéresser. Parlons-en après la réunion du 18/03/1973.","[[6, 13, 'FIRSTNAME_1'], [146, 161, 'CITY_1']]"
"Je suis ravi de vous informer que le module d'apprentissage à distance débute le 09/12/1986. Leslie, transférez votre paiement de scolarité vers notre portefeuille Bitcoin: 1GsoE8oXNim9gFcLNU5SL2UP9h8wPn5mqze.","[[93, 99, 'MIDDLENAME_1']]"
"Nous avons reçu des accusations contre l'équipe médicale utilisant l'agent utilisateur Mozilla/5.0 (X11; Linux x86_64 AppleWebKit/533.2.0 (KHTML, like Gecko) Chrome/18.0.850.0 Safari/533.2.0 pour leur négligence envers leurs patients. La victime, âgée de 64 years old ans, a intenté une action en justice. Notamment, leur code de vérification de carte de crédit 920 a été pris en compte pour le paiement de leur traitement.","[[255, 267, 'AGE_1'], [362, 365, 'CREDITCARDCVV_1']]"
"Chère équipe, nous annonçons aujourd'hui la décision d'externaliser une partie de nos services de support. Cela vise à accroître l'efficacité. Les demandes de nos utilisateurs du 51-180150-957598-4 seront dirigées vers notre nouveau partenaire établi à Apt. 621, Clearwater.","[[263, 273, 'CITY_1']]"
"Cher(e) Nellie Price, nous sommes heureux de vous informer que votre assurance pour les frais de prescriptions de Schowalter, Jast and Conn a été approuvée. Veuillez répondre à ce message pour vérifier que le numéro de compte 04032202 associé au téléphone 0017-90926453 est correct.","[[8, 14, 'FIRSTNAME_1'], [15, 20, 'LASTNAME_1'], [256, 269, 'PHONENUMBER_1']]"
'04411 Étudiants STEM : rejoignez notre atelier STEM LED à l'emplacement 11M5MgZvsbTb8KE9D1ry4qZB6ornWcRfc8TWTn8 à 9.',"[[1, 6, 'ZIPCODE_1']]"
Nous avons effectué une intervention chirurgicale sur Transgender person avec l'ID 88852.,"[[83, 88, 'ZIPCODE_1']]"
Les données psychométriques pour les sujets Female âgés de 64 years sont prêtes à être examinées. Entrez i9Uc5vIGfx3q sur https://bustling-auditorium.org/ pour déverrouiller les données.,"[[59, 67, 'AGE_1']]"
"J'essaie de me connecter au VPN de l'hôpital en utilisant l'adresse IP 173.233.188.226, mais je rencontre des difficultés. Je sais que cela dépasse le cadre de votre rôle en informatique de la santé, Jordi, mais pourriez-vous me venir en aide?","[[200, 205, 'FIRSTNAME_1']]"
"Cher Melvina, concernant votre e-mail en provenance de b9ac:a4fd:89d8:4340:05fb:3994:da4f:f924, nous avons fixé votre rendez-vous avec le responsable des Programmes pour les Enfants Doués pour le 1950-12-13T09:03:49.235Z.","[[5, 12, 'FIRSTNAME_1']]"
"Chers parents de Sandringham Road, les paiements pour les cours particuliers après l'école peuvent être effectués sur notre compte Bitcoin à l'adresse suivante 3JPxYtAdADbTqqZoVRgSUsiMm8egRMNgNP3. Optons pour une approche écoresponsable en soutenant les transactions numériques !","[[17, 33, 'STREET_1']]"
"Nous trouvons les emplacements de vaccination les plus proches par rapport à votre domicile 17164. Organisez un transport depuis [-19.2493,89.1758].","[[92, 97, 'ZIPCODE_1']]"
"Cher(e) Collin, nous avons besoin de votre IBAN MT39SXQH744088T25450184Z601Y866 pour finaliser les paiements pour votre propriété située au 101, Hilton Dale.","[[8, 14, 'FIRSTNAME_1'], [145, 156, 'STREET_1']]"
Une mise à jour sur notre projet STEM représentant Avon. Nous progressons. L'assignation de votre étudiant Female a un impact. Les mises à jour seront envoyées à Wilhelm.DAmore80@gmail.com.,"[[162, 188, 'EMAIL_1']]"
"Salut Cristian, je remarque que tu utilises un logiciel de tutorat par les pairs pour les statistiques. S'il te plaît, envoie les progrès en stats à l'étudiant-99394804@school.edu.","[[6, 14, 'FIRSTNAME_1']]"
Pourriez-vous m'aider avec une question professionnelle? J'ai 91 ans et j'explore de nouvelles perspectives dans le domaine de Accountability.,"[[62, 64, 'AGE_1']]"
La procédure chirurgicale sur Cisgender female avec l'identifiant 25752 s'est terminée avec succès.,"[[66, 71, 'ZIPCODE_1']]"
"Je souhaite discuter d'une tendance récente en matière de santé qui affecte Cornwall. Notre Executive, Jamie, a collecté des données pertinentes. Veuillez consulter i_KRJK11KGMn dans le dossier partagé pour obtenir des informations plus détaillées.","[[103, 108, 'MIDDLENAME_1']]"
"Patient Male, 90 ans 67 years ans, admis pour suspicion d'arythmie. Les résultats suggèrent des schémas inhabituels. Une évaluation approfondie supplémentaire est requise en urgence. Fichier patient consulté depuis dfdb:e3bc:4b0c:ae31:f384:5918:efdf:a7cd.","[[21, 29, 'AGE_1']]"
"Hé Kamron, j'ai besoin de ton aide avec ces concepts Integration. As-tu une minute?","[[3, 9, 'FIRSTNAME_1']]"
"Bonjour les étudiants, ici Mr. Rowan Hessel-Reichel. Dans le cours d'aujourd'hui, nous parlerons de la sécurité en ligne. N'oubliez jamais de ne pas partager vos informations personnelles telles que le numéro de compte Checking Account (84918264), votre +379 91.974 7845 ou vos mots de passe.","[[31, 36, 'MIDDLENAME_1'], [37, 51, 'LASTNAME_1'], [254, 270, 'PHONENUMBER_1']]"
Cher(e) Male. Votre District Quality Technician vous a assigné à Keelingmouth pour le séminaire EdTech. Veuillez partager cette information avec vos collègues via 1FTHFh3DtZzJtMFrMAsrHzSLSEA71Pm2ve.,"[[65, 77, 'CITY_1']]"
"En examinant les données de trafic de notre site provenant de Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.9.9; rv:14.9) Gecko/20100101 Firefox/14.9.8, nous avons remarqué une augmentation des commandes de notre appareil médical provenant du code postal 31903. Cela indique un marché potentiel dans cette région qui nécessite une validation supplémentaire.","[[254, 259, 'ZIPCODE_1']]"
"Salut Darrin, je tiens à vous informer de notre webinaire intitulé 'Techniques efficaces de gestion des maladies chroniques'. Il sera animé par Lead Implementation Coordinator le 1904-08-11T11:56:56.189Z. Nous espérons vous y voir.","[[6, 12, 'FIRSTNAME_1']]"
"Cher Mr. Franecki, nous vous conseillons d'inclure vos comptes de cryptomonnaie, y compris 11xS1boLR6JTtBeFur1rrrMpovS2E7vNX3A1uYmF, 0x59da27a9b9cdd5fd6cb46ca48ba58fdaf0ba94fd et 3GQsaErUwsndtEYupzz9Ff5UuB, dans vos documents de planification successorale.","[[9, 17, 'LASTNAME_1']]"
"Chers parents, nous organisons une collecte de fonds à l'école secondaire de Krajcikton, située au Bogisich Expressway, 52894. Vos contributions volontaires seraient grandement appréciées.","[[77, 87, 'CITY_1'], [99, 118, 'STREET_1']]"
"Urgent : Une violation du droit d'auteur a été identifiée à Marche, County Londonderry. Personne à contacter : Miss au +76 87 489 3750.","[[119, 134, 'PHONENUMBER_1']]"
"Nous dépendons de l'implication des parents à l'école et apprécions votre temps! Aux parents résidant dans 81495, intéressés à offrir leur temps, veuillez nous appeler pour plus de détails au +496-744-371.6839.","[[107, 112, 'ZIPCODE_1'], [192, 209, 'PHONENUMBER_1']]"
"L'objectif de l'éducation holistique est de préparer les étudiants à relever tous les défis auxquels ils pourraient être confrontés dans la vie, et au 21e siècle, le monde se transforme à un rythme accéléré. Contactez Dr. Parker au 50-364233-463212-3 ou rendez-vous au 5902 Apt. 397 pour une brochure.","[[222, 228, 'MIDDLENAME_1']]"
"Bonjour Shawn, votre spécialiste gériatrique a programmé votre bilan à 53 years ans. Veuillez nous contacter au 49-437562-222503-4 pour plus d'informations.","[[8, 13, 'MIDDLENAME_1'], [71, 79, 'AGE_1']]"
"Cher Cavendish Road, nous avons détecté des problèmes avec votre adresse IP 79.211.26.131. Veuillez le vérifier depuis votre compte 11196449. Contactez-nous au 0382 23313365 en cas de problème.","[[5, 19, 'STREET_1'], [160, 173, 'PHONENUMBER_1']]"
La nouvelle politique transformera les soins de santé. Discutez avec nous au Joshuah Mountain 985 à Normandie ou appelez-nous au +785 578 079.8299.,"[[77, 93, 'STREET_1'], [129, 146, 'PHONENUMBER_1']]"
"Une fois que le prototype du produit sera prêt, nous devrons partager des spécifications détaillées et des fonctions à Ellie_Wunsch@hotmail.com. J'ai ajouté les détails à l'https://fluid-wingman.biz.","[[119, 143, 'EMAIL_1']]"
Jeramy.McLaughlin a constaté des violations des lois de zonage de East Nanniefort concernant la propriété commerciale située au Hilton Rapids. Une ordonnance de cessation et de désistement est prévue.,"[[66, 81, 'CITY_1'], [128, 141, 'STREET_1']]"
"Franchisé de Little Crossing, Robin, votre 88X8RF91MAJ669730 est programmé pour une maintenance à 0 o'clock. Utilisez 1322884039809765 pour les paiements.","[[13, 28, 'STREET_1'], [30, 35, 'MIDDLENAME_1'], [118, 134, 'CREDITCARDNUMBER_1']]"
"Bonsoir Dr. Muller, votre adresse Ethereum 0x8e78b0ec44a3a10ea3098b4a2feb9afce0a0ffa8 a été mise à jour sur votre compte. Notez que toutes les transactions sont définitives là-bas.","[[12, 18, 'LASTNAME_1']]"
"Plan de gestion de classe pour Auto Loan Account, date limite le 1936-09-06T20:08:46.410Z. Sécurisez les données avec 13.185.178.36, 1nv7H1v4aLWXS8Sh7ANGfv5WMGa4Gk2p, 75681090042. Dirigez toutes les préoccupations ou mises à jour vers +355 82 711.8422.","[[235, 251, 'PHONENUMBER_1']]"
"Les coordonnées principales du site pour Predovic Group sont [30.6072,35.1878]. Pour toute aide, appelez au +11.77-173-0067.","[[108, 123, 'PHONENUMBER_1']]"
Les dernières modifications de nos protocoles de diagnostic ont été envoyées par courrier électronique à Pearlie_Lubowitz29@gmail.com le 14th January. Nous sommes convaincus que ces améliorations amélioreront considérablement votre flux de travail.,"[[105, 133, 'EMAIL_1']]"
Date : 1972-01-08T09:15:40.423Z. Nous avons reçu une information de 46.16.228.35. Elle allègue la détention d'un[e] 65-ans Female. Il pourrait s'agir d'une affaire potentielle de violation des droits de l'homme.,"[[116, 118, 'AGE_1']]"
"Comme nous nous concentrons sur le développement du système d'éducation holistique, Mme River a souligné la nécessité de citoyens conscients et a demandé de l'aide pour atteindre ces objectifs. Le contact est 56-431368-775521-0 et l'emplacement est 604 Apt. 562.","[[88, 93, 'MIDDLENAME_1']]"
"Cher Vicky13, nous avons bien reçu votre demande de session de téléconsultation avec le Dr. Sage le 26/11/1901. Pour effectuer un paiement, veuillez utiliser votre Investment Account.","[[92, 96, 'MIDDLENAME_1']]"
"Bonjour Prof. Rippin, vous êtes inscrit à notre événement de formation éducative. Pour la preuve de connectivité, veuillez utiliser l'adresse MAC suivante : 82:d0:ea:9a:11:93.","[[14, 20, 'LASTNAME_1']]"
"Concernant le programme d'études mis à jour, Mme Reese, qui a terminé de nombreux programmes d'études, a déclaré que le 27/12/1913, un programme d'études similaire a été établi. Ils l'ont mis en œuvre dans le district scolaire de Terre-Neuve-et-Labrador.","[[49, 54, 'MIDDLENAME_1']]"
Bonjour équipes Male ! Notre équipement de sport a été expédié depuis Saskatchewan vers notre adresse 92975.,"[[102, 107, 'ZIPCODE_1']]"
"Pour accéder à notre plateforme de santé numérique, utilisez le mot de passe ItfWbRKN1PJ6 et le compte lié à votre Rahsaan.Rau@gmail.com. Suivez vos progrès à tout moment, n'importe où.","[[115, 136, 'EMAIL_1']]"
La Two-spirit person de Macejkovicfield présente des signes de trouble de la personnalité - assistance immédiate requise.,"[[24, 39, 'CITY_1']]"
"Ms. Hayes, j'espère que vous allez bien. Nous envisageons différentes activités parascolaires pour aider les étudiants. Pourriez-vous nous aider à prendre une décision ? Notre numéro est le 0141.83016943.","[[4, 9, 'LASTNAME_1'], [190, 203, 'PHONENUMBER_1']]"
"Bonjour, nous organisons une session d'information sur l'éducation sexuelle dans le bâtiment 369, Suite 130. Les participants de moins de 89 years ans doivent être accompagnés d'un responsable adulte.","[[138, 146, 'AGE_1']]"
"Notification pour le personnel médical, Evie Kunde doit subir une intervention chirurgicale des yeux. Assurez-vous que le bloc opératoire dans l'aile Southeast soit prêt. Contactez le Representative du patient en cas de problème.","[[40, 44, 'FIRSTNAME_1'], [45, 50, 'LASTNAME_1']]"
Nous envisageons une saisie immobilière pour la propriété 183 Caleb Plains si l'hypothèque n'est pas payée dans la semaine à venir.,"[[62, 74, 'STREET_1']]"
"Veuillez noter que notre journée de conseil est le 6/91. Réservez votre rendez-vous, contactez notre bureau de conseil au 080-2433336. Lieu de la réunion : E Center Street 353.","[[122, 133, 'PHONENUMBER_1'], [156, 171, 'STREET_1']]"
"J'espère que ce message trouve Keyon en bonne santé. Pour confirmer, essayiez-vous d'accéder à votre compte depuis un nouvel appareil avec 75:be:f3:cb:e5:36? Veuillez répondre par oui ou non.","[[31, 36, 'FIRSTNAME_1']]"
"Cher Female to male transsexual man Shanahan, notre bureau Dakota du Sud nous a demandé d'examiner le niveau global de satisfaction au travail de leurs employés. Nous avons besoin de votre expertise pour cette tâche.","[[36, 44, 'LASTNAME_1']]"
"Le patient 85 years old de l'établissement 75542 était particulièrement intéressant. Avec Eye color: Blue et Male, il a raconté des histoires intrigantes sur son passé. J'ai veillé à protéger ses données avec un solide l55SZDKm1zHO.","[[11, 23, 'AGE_1']]"
"Une augmentation soudaine du nombre de cas de grippe à Port Lafayette est étroitement surveillée par la chef du département de santé, Mme Leffler. Pour toute question, envoyez un email à Dakota69@hotmail.com.","[[55, 69, 'CITY_1'], [138, 145, 'LASTNAME_1'], [187, 207, 'EMAIL_1']]"
"Atelier sur les stratégies d'éducation inclusive, 09/10/1922. Vérifiez votre courrier électronique Kadin_Miller-Halvorson51@hotmail.com pour les détails de participation.","[[99, 135, 'EMAIL_1']]"
"Cher Monsieur/Madame, J'ai récemment découvert une annonce concernant les postes de stage disponibles chez Deckow - Wuckert. En conséquence, je vous écris pour exprimer mon intention de postuler pour le stage. Je suis disponible au 04.5815 5990.","[[232, 244, 'PHONENUMBER_1']]"
"Selon l'accord, Parker, vous avez un solde en attente de $7390653790475461 pour les séances de thérapie physique. Le paiement intégral vous donnera un accès complet au suivi sur votre APPAREIL 89-464988-812360-4 pendant toute la durée de la thérapie.","[[16, 22, 'MIDDLENAME_1']]"
"Cher/Chère Ms. Zulauf, nous avons remarqué une transaction de TT$473018 sur votre compte 39415879 associée à votre 269-87-5704. Pourriez-vous vérifier cela?","[[15, 21, 'LASTNAME_1']]"
"Votre patient Female, âgé de 58, a une consultation orthopédique prévue le mois prochain. Veuillez préparer les documents nécessaires.","[[29, 31, 'AGE_1']]"
"Attention : Une affaire a été déposée contre une personne âgée de 87 years old ans et de sexe Demi-boy de Sunrise Manor, accusée de cybercriminalité. L'73.125.32.246 du suspect a été localisé. Des détails supplémentaires sur l'affaire sont restreints.","[[66, 78, 'AGE_1'], [106, 119, 'CITY_1']]"
Votre récente transaction depuis l'adresse Bitcoin 19xA7H9H67Pof67vRQahKYtFxFfD pour l'achat d'un outil d'évaluation éducative a été notée. Un courrier électronique de confirmation a été envoyé à Lyla_Rowe@hotmail.com.,"[[196, 217, 'EMAIL_1']]"
"Je représente Angel, une personne blessée dans un accident survenu le 7th March. Le véhicule impliqué porte le numéro de licence XC35NKJ. Contactez-moi au 050.686 9188 ou à Ezra_Reichel@hotmail.com pour en savoir plus.","[[14, 19, 'FIRSTNAME_1'], [155, 167, 'PHONENUMBER_1'], [173, 197, 'EMAIL_1']]"
Rosalee a signalé des problèmes de connectivité avec son traqueur de fitness. Pourriez-vous vérifier son appareil qui se connecte avec l'adresse IP - d246:ae58:ab1f:adba:a1ed:9fff:22d3:e704?,"[[0, 7, 'FIRSTNAME_1']]"
"STEM Ed Honolulu, Le projet Checking Account a besoin de votre soutien. Veuillez envisager un don de $419,162.5 sur notre page de financement participatif : https://disloyal-clasp.info/ pour nous aider à poursuivre notre travail à Redondo Beach.","[[8, 16, 'CITY_1']]"
"Rejoignez-nous pour une expérience unique en Études environnementales. Le stage se déroule à Sipes Parks, code postal 35801-5448. Apportez votre passion et votre positivité avec vous!","[[93, 104, 'STREET_1'], [118, 128, 'ZIPCODE_1']]"
3KUT1XY5SLL133593 NU51DNF: Un rappel que votre véhicule transportera du matériel d'éducation STEM vers North Amayaton.,"[[103, 117, 'CITY_1']]"
"Patient d'oncologie Female, 27 souhaitant rester anonyme pour l'étude. Informations de base : Né le 14/11/1975, mesurant 6feet5inches. Contact via l'IMEI crypté 08-452402-062343-3.","[[28, 30, 'AGE_1']]"
Votre demande de financement pour la recherche sur le dépistage précoce du cancer du sein chez les Male âgés de 88 years a été approuvée. Veuillez mettre à jour et utiliser BG18WQHI00747011854961 pour les transactions.,"[[112, 120, 'AGE_1']]"
Ms. Maybelle Leslie Morar vous informe que la date limite de remise de l'affectation prévue pour le 25/03/1996 a été reportée.,"[[4, 12, 'FIRSTNAME_1'], [13, 19, 'MIDDLENAME_1'], [20, 25, 'LASTNAME_1']]"
"Cher/[Chère] Dessie Bechtelar, nous ne parvenons pas à traiter le paiement de votre intervention dentaire. Pouvez-vous s'il vous plaît confirmer les détails de votre carte discover se terminant par 2177656381201412?","[[13, 19, 'FIRSTNAME_1'], [20, 29, 'LASTNAME_1'], [172, 180, 'CREDITCARDISSUER_1']]"
"Bonjour personnel scolaire et Producer, notre bibliothèque a besoin de vos commentaires sur la nouvelle section des livres. Partagez vos idées avec nous par courrier électronique à Elisa.Becker42@yahoo.com.","[[181, 205, 'EMAIL_1']]"
La fusion du droit et de la technologie révolutionne le domaine. Nos programmes peuvent maintenant prédire des profils Male to female trans woman en fonction d'informations telles que 92 et Male et générer des conseils juridiques précis.,"[[184, 186, 'AGE_1']]"
"Dr. Leffler, nous aimerions partager une étude sur les tendances de l'éducation à East Lily. Ce sera un point de référence intéressant. Je vais l'envoyer par e-mail, Thea_Schamberger7@hotmail.com, avec des informations captivantes ainsi que les données.","[[4, 11, 'LASTNAME_1'], [82, 91, 'CITY_1'], [166, 195, 'EMAIL_1']]"
"Veuillez vous inscrire à notre prochain événement de formation en entreprise. Accédez au lien d'inscription ici : https://marvelous-markup.com. La formation aura lieu au 992, Elva Green, à East Kennedy; un parking sera disponible.","[[175, 185, 'STREET_1'], [189, 201, 'CITY_1']]"
"Ci-joint, vous trouverez les conclusions concernant les troubles d'apprentissage se concentrant sur les régions 98991 et 75076-1115. Rejoignez le webinaire sur ce sujet en utilisant le mot de passe 8O6pqNOwsuV6 sur le lien fourni.","[[112, 117, 'ZIPCODE_1']]"
"Les coordonnées de notre prochaine réunion de mentorat sont [53.9794,-163.1836]. Alanis de notre équipe sera là pour aider.","[[81, 87, 'FIRSTNAME_1']]"
"Shanon, en tant que International Web Assistant dans notre division de cardiologie, vous présenterez nos conclusions lors de la prochaine réunion. Soyez prêt, s'il vous plaît.","[[0, 6, 'FIRSTNAME_1']]"
"Dans Zoug, Mrs. Morar a suivi une souche inhabituelle de virus. Contactez-le/la via +63-541-438-6705.","[[16, 21, 'LASTNAME_1'], [84, 100, 'PHONENUMBER_1']]"
"Bonjour l'équipe, Zelma a effectué avec succès le dépôt du montant sur l'adresse Bitcoin 13dptUEigSiDGZNcXcV5mFWqJMBwZwhVXmZqcWJ. Veuillez confirmer cela en vérifiant avec notre compte Swiss Franc.","[[18, 23, 'FIRSTNAME_1']]"
"Cher(e) Dr. Franecki, Nous avons remarqué l'amélioration remarquable de Apt. 428 dans le domaine de Mobility. Nous tenons à le reconnaître lors de notre prochaine réunion. Nous nous réjouissons de votre présence. Cordialement, Mozilla/5.0 (Windows NT 6.3; Trident/7.0; Touch; rv:11.0) like Gecko","[[12, 20, 'LASTNAME_1']]"
"Salutations, confirmation requise pour les coordonnées bancaires de 92863533 pour Personal Loan Account. De plus, votre adresse enregistrée - 363, Chet Plains, CODE POSTAL : 77117.","[[147, 158, 'STREET_1'], [174, 179, 'ZIPCODE_1']]"
"Mozell, votre réunion avec les responsables du comté est prévue à [89.3327,56.3625]. N'oubliez pas de partager les données de notre dernière étude.","[[0, 6, 'FIRSTNAME_1']]"
Nos récentes découvertes révèlent un lien entre la couleur des yeux (amber) et certaines conditions de santé. Donner la priorité à la thérapie nutritionnelle peut être bénéfique. Appelez-moi au 4039-800.2282 pour en discuter.,"[[194, 207, 'PHONENUMBER_1']]"
"Cher Kimberly, nous avons fourni des équipements de sécurité pour l'équipe travaillant à Kuvalis Gardens. Veuillez vérifier la transaction effectuée sur Home Loan Account.","[[5, 13, 'FIRSTNAME_1'], [89, 104, 'STREET_1']]"
"Bonjour Clay, rejoignez notre webinaire en direct sur Division à https://cute-throne.org/. Cela pourrait être bénéfique pour votre carrière Technician.","[[8, 12, 'FIRSTNAME_1']]"
"Bonjour, Torey ! Nous avons remarqué que le comportement en ligne de votre enfant était inconsistant. Nous avons constaté des divergences à partir de l'IP d5ab:ed56:c7a2:86a8:fc51:bb5f:f92a:9a03. Pouvons-nous discuter de cette affaire plus en détail ?","[[9, 14, 'FIRSTNAME_1']]"
"Je vous contacte pour confirmer que votre demande pour nos services de santé mentale a été acceptée! Veuillez vous référer au document joint. Mot de passe : FCdxceKoG70q, Code postal : 35722","[[185, 190, 'ZIPCODE_1']]"
"Cher Cleve, nous vous écrivons pour confirmer votre rendez-vous chirurgical le 1910-08-29T20:36:55.936Z. Votre chirurgien sera Dr. Logan Thompson. Vous avez été réservé dans la suite Apt. 579 de notre établissement médical spécialisé.","[[5, 10, 'FIRSTNAME_1'], [131, 136, 'MIDDLENAME_1']]"
"Chers épidémiologistes, j'ai partagé les rapports sur le serveur 02818-0049. Les comptes sont vérifiés par e0:94:60:eb:c6:24. Travaillons ensemble pour améliorer les choses.","[[65, 75, 'ZIPCODE_1']]"
"Pour le numéro de brevet 3782626957662486, veuillez prendre note des mises à jour. Toutes les déclarations faites dans ce document sont vérifiées par notre équipe juridique au bureau 2489 situé au Hudson Radial.","[[197, 210, 'STREET_1']]"
"Mr. Breitenberg, vous avez une chirurgie prévue pour le September 3, 1965. L'intervention sera réalisée par un professionnel expérimenté Central Identity Supervisor. N'oubliez pas d'apporter les détails de votre compte Credit Card Account 21249244.","[[4, 15, 'LASTNAME_1']]"
"Bonjour Miss Rempel, je souhaite exprimer mes préoccupations concernant le bien-être des animaux à South Nathanial. En tant qu'influenceur dans l'industrie Program, il est crucial que nous donnions l'exemple. N'hésitez pas à me contacter au 099.6513786.","[[13, 19, 'LASTNAME_1'], [99, 114, 'CITY_1'], [241, 252, 'PHONENUMBER_1']]"
"Bonjour Keenan, nous avons une réunion de mentorat la semaine prochaine. Assurez-vous d'y participer. Un lien sera envoyé à Alverta80@yahoo.com. Connectons-nous!","[[8, 14, 'FIRSTNAME_1'], [124, 143, 'EMAIL_1']]"
"Cher Austen, votre paiement via l'adresse Litecoin : LdM1Mqf755gL3MknoyEMyxQdVPnoGkxQr a échoué. Veuillez réessayer ou utiliser un autre mode de paiement.","[[5, 11, 'FIRSTNAME_1']]"
"Les maladies infectieuses sont devenues une préoccupation mondiale. Nous nous associons à l'équipe de National Tactics Manager de Bailey pour faire face à ce problème. Notre nouveau programme PATH se concentre sur l'identification et le traitement des maladies dans la zone [76.6247,-34.5251].","[[130, 136, 'MIDDLENAME_1']]"
"Sergent Hermiston, l'accès aux emplacements dans le secteur Northwest en utilisant l'IP e695:8827:ccbe:cba8:9b20:b4ac:02da:dbd5 est refusé. La loi militaire exige que tout accès soit enregistré. Veuillez fournir les identifiants nécessaires.","[[8, 17, 'LASTNAME_1']]"
Inscrivez-vous et participez au séminaire sur la politique éducative qui aura lieu à Apt. 192 23726-3728 demain. Ce séminaire portera sur l'intégration de la technologie de la blockchain.,"[[94, 104, 'ZIPCODE_1']]"
Pouvez-vous confirmer la résidence de notre client 8 ans Female Yvette à Apt. 475?,"[[51, 52, 'AGE_1'], [64, 70, 'FIRSTNAME_1']]"
"Deshawn, votre rendez-vous prévu avec le Dr. Hane, spécialiste en cardiologie, le [DATE1] a été reprogrammé en raison de circonstances urgentes. Nous nous excusons pour tout inconvénient.","[[0, 7, 'FIRSTNAME_1'], [45, 49, 'LASTNAME_1']]"
Notre récente évaluation a indiqué que nous avons besoin de plus d'échantillons de Female de plus de 87 résidant dans Tennessee pour nos recherches. Veuillez prendre cela en compte dans votre prochaine étude.,"[[101, 103, 'AGE_1']]"
"J'aimerais solliciter vos conseils, Dr. Robel, pour mettre en place mes plans de cours et maintenir la discipline en classe.","[[40, 45, 'LASTNAME_1']]"
"Chers parents, un rappel aimable que notre politique mise à jour sur l'uniforme scolaire doit entrer en vigueur le 19/09/1945. Les détails ont été envoyés à l'adresse e-mail désignée de votre enfant. Merci, Lupe, pour votre coopération.","[[207, 211, 'FIRSTNAME_1']]"
"Salut Isabella, en tant que responsable du Comité des Compétitions Académiques, nous devons organiser les fonds. Transférez Jordanian Dinar du compte IBAN GR6150300121077294781558458 à l'adresse Litecoin Lg4EomFMGNXjWogMumsJAeXQNuLV1u3SS pour les dépenses du département informatique.","[[6, 14, 'FIRSTNAME_1']]"
"Female, Vous êtes inscrit avec succès à notre programme de counseling en ligne pour la dépendance. Vos informations de connexion ont été envoyées à Caitlyn33@gmail.com. Utilisez le mot de passe QQdFigFsaMEH pour la première connexion. Veuillez le modifier après la connexion.","[[148, 167, 'EMAIL_1']]"
"Notre liste de prix pour Pays de Galles a été mise à jour pour refléter les nouvelles tendances du marché pharmaceutique. Pour confirmer les changements, utilisez Destini_Labadie32@yahoo.com et indiquez le numéro de référence 0448209675283715.","[[163, 190, 'EMAIL_1']]"
"N'oubliez pas, la réunion pour le voyage de 1948-06-11T09:41:11.976Z a lieu ce soir. Pour plus d'informations, contactez Jordan au 79-126749-981243-4.","[[121, 127, 'MIDDLENAME_1']]"
Veuillez trouver ci-joint les réponses au questionnaire sur le leadership éducatif dans un fichier. Ceux-ci ont été rassemblés par Monahan Group. Contactez 008 899-8648 pour toute clarification.,"[[156, 168, 'PHONENUMBER_1']]"
"Concernant notre nouveau programme d'évaluation psychiatrique, les informations seront envoyées à Suite 721, Rohan Shores. Ce service est uniquement disponible pour les résidents de Minnesota.","[[109, 121, 'STREET_1']]"
